,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,198.000000000000000,200.000000000000000,202.000000000000000,204.000000000000000,206.000000000000000,208.000000000000000,210.000000000000000,212.000000000000000,214.000000000000000,216.000000000000000,218.000000000000000,220.000000000000000,222.000000000000000,224.000000000000000,226.000000000000000,228.000000000000000,230.000000000000000,232.000000000000000,234.000000000000000,236.000000000000000,238.000000000000000,240.000000000000000,242.000000000000000,244.000000000000000,246.000000000000000,248.000000000000000,250.000000000000000,252.000000000000000,254.000000000000000,0.000000000000000,2.000000000000000,4.000000000000000,6.000000000000000,8.000000000000000,10.000000000000000,12.000000000000000,14.000000000000000,16.000000000000000,18.000000000000000,20.000000000000000,22.000000000000000,24.000000000000000,26.000000000000000,28.000000000000000,30.000000000000000,32.000000000000000,34.000000000000000,36.000000000000000,38.000000000000000,40.000000000000000,42.000000000000000,44.000000000000000,46.000000000000000,48.000000000000000,50.000000000000000,52.000000000000000,54.000000000000000,56.000000000000000,58.000000000000000,60.000000000000000,62.000000000000000,64.000000000000000,66.000000000000000
1,-129970.789548252781969,-129635.200457000799361,-129999.600946855673101,-129730.374184891494224,-129760.124356761501986,-129939.161829848511843,-129602.231633929215604,-129991.129635707111447,-129745.618074610014446,-129757.352740449045086,-129994.080065975213074,-129634.440497689312906,-130030.692223392994492,-129768.372150465511368,-129821.614005758063286,-130067.147918599599507,-129745.819240310112946,-130061.023540618843981,-129818.283595834218431,-129837.774316999246366,-130040.750508397890371,-129693.963193173796753,-130052.887505637118011,-129840.322415867150994,-129870.474919137355755,-130085.409293819597224,-129738.107888473023195,-130114.645375567139126,-129940.122954860096797,-129915.267815025799791,-130115.897073256623116,-129777.245793014270021,-130114.019526722389855,-129910.439838223450352,-129921.369841262086993,-130194.530510250406223,-129836.410860587464413,-130178.906640876142774,-129943.207495594921056,-129913.323213258176111,-130122.937872760056052,-129788.421665241927258,-130077.921459427059744,-129855.029863718737033,-129890.300916469219374,-130120.680346570065012,-129804.134941594005795,-130116.232349423458800,-129926.510742486818344,-129906.550634688217542,-130184.360466523241485,-129832.253436118786340,-130195.066952117325854,-129960.016007425321732,-129974.723455276907771,-130213.462437804046203,-129893.161939759491361,-130237.445859604587895,-130024.500790178877651,-130059.704787695984123,-130248.979359743534587,-129892.536090914742090,-130198.307955063341069
2,26863.935811988809292,27124.668911059965467,26846.412044335847895,27065.436788253402483,27042.570953675625788,26908.415783454871416,27166.310210980205738,26862.348838132482342,27056.697256171377376,27053.635067180999613,26871.110721958964859,27156.631905631056725,26849.317771115038340,27060.944087617885089,27016.933502785388555,26827.033081893099734,27076.523253503233718,26845.227401879717945,27036.535982672692626,27022.946122043864307,26870.306059158570861,27139.733986822844599,26864.561660833558562,27027.483526168292883,27005.511761368725274,26846.657913524857577,27114.834143499632773,26823.166230102331610,26952.024036887174589,26978.197929644338728,26834.409157563350163,27096.550416535192198,26845.763843746644852,27004.058897979128233,26999.901473510442884,26786.509369195628096,27069.728323188821378,26811.342157285471330,26998.627424076490570,27030.612770392035600,26875.357553405472572,27133.050815230708395,26922.407975483893097,27096.751582235287060,27064.207442308361351,26889.193283223306935,27129.161611695482861,26897.150504249395453,27040.380482719003339,27059.848852139577502,26841.069977411032596,27116.734041778334358,26839.080672154508648,27026.365938945527887,27008.618653848014219,26824.417927791826514,27068.096645843583246,26805.217779304719443,26976.499197065735643,26946.659618217901880,26818.651177722356806,27097.198617124395241,26870.686038814314088
3,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000
4,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000
5,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000,187500.000000000000000
6,131522.872331484832102,131829.471210178278852,131663.665969808818772,131662.257809908129275,131888.680981240409892,131578.639933900820324,131884.501205027248943,131697.774731847632211,131671.310266412532656,131917.090048443089472,131553.896552788821282,131878.868565424520057,131685.861252052942291,131676.250001937150955,131875.493452011753106,131500.677049240737688,131784.074817189568421,131676.250001937150955,131646.321016111498466,131881.483719525800552,131552.801317310513696,131858.081443081086036,131706.760133118659724,131642.744736998662120,131862.998826861265115,131524.906340230285423,131824.665585120412288,131658.301551139535150,131558.903343546786346,131833.405117202433757,131511.607052279374329,131797.329401651571970,131665.364702387421858,131589.636992172832834,131825.961986298818374,131432.370118185295723,131740.354805034992751,131606.512559236609377,131561.473794159159297,131838.568370171589777,131516.770305248530349,131796.457683617802104,131722.898092615389032,131668.404539633338572,131878.220364835317014,131531.321290888939984,131787.896965491410811,131691.739760844677221,131602.645707445830340,131869.145556586474413,131480.582830975414254,131773.904773462389130,131629.713669981225394,131584.652553159306990,131806.963003511802526,131457.627589419804281,131713.108028543967521,131584.361980481393402,131519.050183182989713,131724.552121705084573,131434.739403097570175,131724.216845538263442,131641.358928842411842
7,73001.937330000087968,73414.528180900597363,73108.644558029729524,73241.860954983349075,73390.701221311246627,73048.250144511490362,73441.372625991425593,73109.717441763583338,73219.688024483693880,73390.455352122240583,73004.284263167894096,73430.599085163965356,73097.178113124144147,73222.817268707425683,73356.212479616704513,72973.125931397196837,73370.584651301469421,73127.554133838915732,73223.465469296628726,73387.303756154040457,73030.949894303077599,73431.604913664457854,73130.616322829286219,73201.873684152815258,73358.358247084412142,72998.539864842881798,73400.647747593859094,73093.601834011307801,73138.931171766671469,73358.648819762325729,73008.195818447566126,73397.876131281402195,73118.412270356697263,73173.509320439028670,73347.674113234781544,72933.608047200206784,73355.094892393943155,73076.659211714184494,73163.406331945225247,73368.081255922472337,73003.770173045428237,73384.867416008404689,73149.369436427296023,73207.506323755544145,73342.264991076590377,72962.218280102999415,73329.748014181619510,73086.337517063322593,73126.704767549614189,73328.406909514305880,72908.082355032252963,73320.829668143953313,73034.727339116026997,73118.881656990255578,73278.093132745401817,72894.805418825795641,73269.621821596840164,72996.327042141798302,73058.777816149930004,73215.217675592633896,72887.764619322377257,73285.446856671202113,73044.226830509534921
8,-37886.139796512106841,-37623.730316606801352,-37869.398339915082033,-37780.371341749589192,-37699.525082054744416,-37941.370957061168156,-37676.793357943701267,-37942.399137306114426,-37876.617953374145145,-37780.974838849884691,-38077.046045904884522,-37792.910670389021107,-38063.545592253874929,-37979.525384846376255,-37921.656718451587949,-38222.377088353292493,-37977.558431334313354,-38172.242125540033157,-38109.880758509731095,-38024.072411545806972,-38285.073731550422963,-38016.115190519718453,-38249.132126466291083,-38216.319765605898283,-38139.943854802113492,-38410.243500500146183,-38143.900113570707617,-38395.133721248355869,-38396.854805571420002,-38267.907591808747384,-38521.778705332129903,-38267.259391219544341,-38480.606792045451584,-38457.204515600744344,-38363.841279010928702,-38687.941573612879438,-38414.490331946653896,-38631.570474096595717,-38576.965162392283673,-38445.983939884179563,-38702.403152275466709,-38451.862448675929045,-38616.795971011641086,-38570.237287311232649,-38499.449312621276476,-38777.817938067666546,-38543.146973031398375,-38723.167922874446958,-38708.371068045031279,-38581.994304894724337,-38901.110160483141954,-38632.509247363719624,-38859.759433240826183,-38800.415551711987064,-38711.165036101941951,-38991.277097615849925,-38758.349568647099659,-38972.658094484584581,-38930.726221886427084,-38859.133584396076913,-39085.310886539329658,-38814.452447229916288,-38987.007914424888440
9,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324,-187500.022351744468324
